Edge ID,Start Node,Start Name,Start Coordinates,End Node,End Name,End Coordinates,distance_km,system_ID,start_point_idx,end_point_idx
pt_27.9586_-15.5925-grid_29.0_-16.4,pt_27.9586_-15.5925,"Gran Canaria, nan","(-15.5925, 27.9586)",grid_29.0_-16.4,grid_29.0_-16.4,"(-16.4, 29.0)",139.90327284911353,2002.5,285,273
pt_36.7357_-6.4348-grid_36.9_-10.0,pt_36.7357_-6.4348,"Chipiona, Spain","(-6.4348, 36.7357)",grid_36.9_-10.0,grid_36.9_-10.0,"(-10.0, 36.9)",318.60321354775715,2002.5,286,272
pt_36.804409_2.898389-pt_39.354685_2.970715,pt_36.804409_2.898389,"El Djamila, Algeria","(2.898389, 36.804409)",pt_39.354685_2.970715,"Ses Covetes, Spain","(2.970715, 39.354685)",283.14669040874696,2002.6,287,288
pt_-33.9253_18.4239-grid_-34.2_34.4,pt_-33.9253_18.4239,"Cape Town, South Africa","(18.4239, -33.9253)",grid_-34.2_34.4,grid_-34.2_34.4,"(34.4, -34.2)",1473.669349230778,2002.7,289,290
grid_-34.2_34.4-grid_-21.8_56.1,grid_-34.2_34.4,grid_-34.2_34.4,"(34.4, -34.2)",grid_-21.8_56.1,grid_-21.8_56.1,"(56.1, -21.8)",2529.654800867999,2002.7,290,291
grid_-21.8_56.1-pt_-20.501153_57.446471,grid_-21.8_56.1,grid_-21.8_56.1,"(56.1, -21.8)",pt_-20.501153_57.446471,"Baie Jacotet, nan","(57.446471, -20.501153)",200.5936114352522,2002.7,291,292
pt_-21.0097_55.2697-grid_-19.8_56.4,pt_-21.0097_55.2697,"Saint Paul, nan","(55.2697, -21.0097)",grid_-19.8_56.4,grid_-19.8_56.4,"(56.4, -19.8)",178.47633813670157,2002.7,293,294
grid_-19.8_56.4-grid_7.1_73.0,grid_-19.8_56.4,grid_-19.8_56.4,"(56.4, -19.8)",grid_7.1_73.0,grid_7.1_73.0,"(73.0, 7.1)",3487.316479488874,2002.7,294,295
grid_7.1_73.0-pt_9.9667_76.2833,grid_7.1_73.0,grid_7.1_73.0,"(73.0, 7.1)",pt_9.9667_76.2833,"Cochin, India","(76.2833, 9.9667)",480.78919731961196,2002.7,295,296
pt_-29.8583_31.025-grid_-34.2_34.4,pt_-29.8583_31.025,"Durban, South Africa","(31.025, -29.8583)",grid_-34.2_34.4,grid_-34.2_34.4,"(34.4, -34.2)",577.3325480805795,2002.7,297,290
pt_-21.0097_55.2697-grid_-21.8_56.1,pt_-21.0097_55.2697,"Saint Paul, nan","(55.2697, -21.0097)",grid_-21.8_56.1,grid_-21.8_56.1,"(56.1, -21.8)",122.75389318296776,2002.7,293,291
pt_-20.501153_57.446471-grid_-19.8_56.4,pt_-20.501153_57.446471,"Baie Jacotet, nan","(57.446471, -20.501153)",grid_-19.8_56.4,grid_-19.8_56.4,"(56.4, -19.8)",134.14363473993532,2002.7,292,294
pt_5.389789_100.370614-grid_7.1_73.0,pt_5.389789_100.370614,"Penang, Malaysia","(100.370614, 5.389789)",grid_7.1_73.0,grid_7.1_73.0,"(73.0, 7.1)",3034.357529957363,2002.7,298,295
pt_13.0825_80.275-pt_1.297617_103.619334,pt_13.0825_80.275,"Chennai, India","(80.275, 13.0825)",pt_1.297617_103.619334,"Tuas, Singapore","(103.619334, 1.297617)",2884.5805184082637,2002.8,299,300
pt_35.0432_139.84-grid_45.6_-124.1,pt_35.0432_139.84,"Minami Boso, Japan","(139.84, 35.0432)",grid_45.6_-124.1,grid_45.6_-124.1,"(-124.1, 45.6)",7749.522430055942,2002.9,301,302
grid_45.6_-124.1-pt_45.644_-123.94,grid_45.6_-124.1,grid_45.6_-124.1,"(-124.1, 45.6)",pt_45.644_-123.94,"Nedonna Beach, United States","(-123.94, 45.644)",13.402317504330883,2002.9,302,303
pt_34.7692_137.3915-pt_13.4608_144.6908,pt_34.7692_137.3915,"Toyohashi, Japan","(137.3915, 34.7692)",pt_13.4608_144.6908,"Piti, nan","(144.6908, 13.4608)",2472.107894898281,2002.9,304,305
pt_45.5978_-123.9447-grid_45.6_-124.1,pt_45.5978_-123.9447,"Twin Rocks, United States","(-123.9447, 45.5978)",grid_45.6_-124.1,grid_45.6_-124.1,"(-124.1, 45.6)",12.119143893663813,2002.9,306,302
grid_45.6_-124.1-pt_33.8664_-118.3997,grid_45.6_-124.1,grid_45.6_-124.1,"(-124.1, 45.6)",pt_33.8664_-118.3997,"Hermosa Beach, United States","(-118.3997, 33.8664)",1390.4607435699418,2002.9,302,307
grid_45.6_-124.1-pt_34.7692_137.3915,grid_45.6_-124.1,grid_45.6_-124.1,"(-124.1, 45.6)",pt_34.7692_137.3915,"Toyohashi, Japan","(137.3915, 34.7692)",7934.986493058509,2002.9,302,304
pt_50.7833_-4.5833-pt_40.7792_-72.9153,pt_50.7833_-4.5833,"Widemouth Bay, Bude, Great Britain","(-4.5833, 50.7833)",pt_40.7792_-72.9153,"Brookhaven, United States","(-72.9153, 40.7792)",5233.130943318677,2003.2,308,309
pt_40.1186_-74.0447-pt_48.7325_-3.4553,pt_40.1186_-74.0447,"Manasquan, United States","(-74.0447, 40.1186)",pt_48.7325_-3.4553,"Lannion, France","(-3.4553, 48.7325)",5497.586823152613,2003.2,310,311
pt_21.5428_39.1728-pt_19.6158_37.2164,pt_21.5428_39.1728,"Jeddah, Saudi Arabia","(39.1728, 21.5428)",pt_19.6158_37.2164,"Port Sudan, Sudan","(37.2164, 19.6158)",295.14936588375525,2003.7,312,313
pt_57.415914_21.57-pt_57.8551_19.0394,pt_57.415914_21.57,"Ventspils, Latvia","(21.57, 57.415914)",pt_57.8551_19.0394,"Farosund, Stavnas, Sweden","(19.0394, 57.8551)",158.86450433411818,2004.10,314,315
pt_18.4394_-66.01-pt_18.0242_-63.0433,pt_18.4394_-66.01,"Isla Verde, Puerto Rico","(-66.01, 18.4394)",pt_18.0242_-63.0433,"St. Maarten, Netherlands, St. Maarten","(-63.0433, 18.0242)",317.1184340363023,2004.11,316,317
pt_39.6239_19.82-pt_41.1253_16.8667,pt_39.6239_19.82,"Corfu, Greece","(19.82, 39.6239)",pt_41.1253_16.8667,"Bari, Italy","(16.8667, 41.1253)",301.1369244085493,2004.13,318,319
pt_37.5027_15.0873-pt_35.925739_14.487893,pt_37.5027_15.0873,"Catania, Italy","(15.0873, 37.5027)",pt_35.925739_14.487893,"St. George's Bay, Malta","(14.487893, 35.925739)",183.00849683590914,2004.15,320,321
pt_65.15_-13.6-pt_62.2381_-6.9289,pt_65.15_-13.6,"Seydisfjordur, Iceland","(-13.6, 65.15)",pt_62.2381_-6.9289,"Funningsfjordur, nan","(-6.9289, 62.2381)",462.43717719719854,2004.16,322,323
pt_58.62_-3.34-pt_62.2381_-6.9289,pt_58.62_-3.34,"Dunnet Bay, Great Britain","(-3.34, 58.62)",pt_62.2381_-6.9289,"Funningsfjordur, nan","(-6.9289, 62.2381)",448.81766024221827,2004.16,324,323
pt_25.775_55.96-pt_27.18_56.28,pt_25.775_55.96,"nan, United Arab Emirates","(55.96, 25.775)",pt_27.18_56.28,"nan, Iran","(56.28, 27.18)",158.90357845393675,2004.3,325,326
pt_1.297617_103.619334-pt_13.0825_80.275,pt_1.297617_103.619334,"Tuas, Singapore","(103.619334, 1.297617)",pt_13.0825_80.275,"Chennai, India","(80.275, 13.0825)",2884.5805184082637,2004.4,327,328
pt_25.302555_51.515-pt_25.675203_52.409404,pt_25.302555_51.515,"Doha, Qatar","(51.515, 25.302555)",pt_25.675203_52.409404,"Halul, Qatar","(52.409404, 25.675203)",98.9518270297723,2004.5,329,330
pt_25.149988_52.873422-pt_25.675203_52.409404,pt_25.149988_52.873422,"Das Island, United Arab Emirates","(52.873422, 25.149988)",pt_25.675203_52.409404,"Halul, Qatar","(52.409404, 25.675203)",74.596949865388,2004.5,331,330
pt_25.149988_52.873422-pt_24.4511_54.3969,pt_25.149988_52.873422,"Das Island, United Arab Emirates","(52.873422, 25.149988)",pt_24.4511_54.3969,"Abu Dhabi, United Arab Emirates","(54.3969, 24.4511)",172.39952007906018,2004.5,331,332
pt_1.297617_103.619334-grid_3.6_91.7,pt_1.297617_103.619334,"Tuas, Singapore","(103.619334, 1.297617)",grid_3.6_91.7,grid_3.6_91.7,"(91.7, 3.6)",1349.784149188892,2005.3,333,334
grid_3.6_91.7-grid_10.9_84.4,grid_3.6_91.7,grid_3.6_91.7,"(91.7, 3.6)",grid_10.9_84.4,grid_10.9_84.4,"(84.4, 10.9)",1140.5162062486152,2005.3,334,335
grid_10.9_84.4-pt_13.0825_80.275,grid_10.9_84.4,grid_10.9_84.4,"(84.4, 10.9)",pt_13.0825_80.275,"Chennai, India","(80.275, 13.0825)",509.97391290453754,2005.3,335,336
pt_13.0825_80.275-pt_6.9167_79.8333,pt_13.0825_80.275,"Chennai, India","(80.275, 13.0825)",pt_6.9167_79.8333,"Colombo, Sri Lanka","(79.8333, 6.9167)",683.7070054459485,2005.3,336,337
pt_6.9167_79.8333-pt_19.0758_72.8775,pt_6.9167_79.8333,"Colombo, Sri Lanka","(79.8333, 6.9167)",pt_19.0758_72.8775,"Mumbai, India","(72.8775, 19.0758)",1541.5983603002965,2005.3,337,338
pt_21.5428_39.1728-grid_16.3_64.2,pt_21.5428_39.1728,"Jeddah, Saudi Arabia","(39.1728, 21.5428)",grid_16.3_64.2,grid_16.3_64.2,"(64.2, 16.3)",2696.1087338046714,2005.3,339,340
grid_16.3_64.2-grid_17.2_66.9,grid_16.3_64.2,grid_16.3_64.2,"(64.2, 16.3)",grid_17.2_66.9,grid_17.2_66.9,"(66.9, 17.2)",304.62679306328505,2005.3,340,341
grid_17.2_66.9-pt_19.0758_72.8775,grid_17.2_66.9,grid_17.2_66.9,"(66.9, 17.2)",pt_19.0758_72.8775,"Mumbai, India","(72.8775, 19.0758)",665.6922382625626,2005.3,341,338
pt_29.9667_32.5333-pt_21.5428_39.1728,pt_29.9667_32.5333,"Suez, Egypt","(32.5333, 29.9667)",pt_21.5428_39.1728,"Jeddah, Saudi Arabia","(39.1728, 21.5428)",1145.946534764653,2005.3,342,339
pt_37.2744_9.8739-grid_37.6_10.4,pt_37.2744_9.8739,"Bizerte, Tunisia","(9.8739, 37.2744)",grid_37.6_10.4,grid_37.6_10.4,"(10.4, 37.6)",58.93770547337237,2005.3,343,344
grid_37.6_10.4-grid_37.3_11.2,grid_37.6_10.4,grid_37.6_10.4,"(10.4, 37.6)",grid_37.3_11.2,grid_37.3_11.2,"(11.2, 37.3)",78.22672339638903,2005.3,344,345
grid_37.3_11.2-pt_31.1975_29.8925,grid_37.3_11.2,grid_37.3_11.2,"(11.2, 37.3)",pt_31.1975_29.8925,"Alexandria, Egypt","(29.8925, 31.1975)",1846.054567547519,2005.3,345,346
pt_29.9667_32.5333-pt_31.1975_29.8925,pt_29.9667_32.5333,"Suez, Egypt","(32.5333, 29.9667)",pt_31.1975_29.8925,"Alexandria, Egypt","(29.8925, 31.1975)",287.7007566086179,2005.3,342,346
pt_2.208142_102.241153-pt_1.297617_103.619334,pt_2.208142_102.241153,"Melaka, Malaysia","(102.241153, 2.208142)",pt_1.297617_103.619334,"Tuas, Singapore","(103.619334, 1.297617)",183.44379066738117,2005.3,347,333
pt_6.786188_99.869598-grid_3.6_91.7,pt_6.786188_99.869598,"Satun, Thailand","(99.869598, 6.786188)",grid_3.6_91.7,grid_3.6_91.7,"(91.7, 3.6)",971.7299071413267,2005.3,348,334
pt_21.5833_92.0167-grid_10.9_84.4,pt_21.5833_92.0167,"Cox's Bazar, Bangladesh","(92.0167, 21.5833)",grid_10.9_84.4,grid_10.9_84.4,"(84.4, 10.9)",1434.6671151293592,2005.3,349,335
pt_24.86_67.01-grid_17.2_66.9,pt_24.86_67.01,"Karachi, Pakistan","(67.01, 24.86)",grid_17.2_66.9,grid_17.2_66.9,"(66.9, 17.2)",848.1817958987805,2005.3,350,341
pt_25.133318_56.348522-grid_16.3_64.2,pt_25.133318_56.348522,"Fujairah, United Arab Emirates","(56.348522, 25.133318)",grid_16.3_64.2,grid_16.3_64.2,"(64.2, 16.3)",1274.0903061700203,2005.3,351,340
pt_43.2967_5.3764-grid_38.4_9.0,pt_43.2967_5.3764,"Marseille, France","(5.3764, 43.2967)",grid_38.4_9.0,grid_38.4_9.0,"(9.0, 38.4)",623.5991366871042,2005.3,352,353
grid_38.4_9.0-grid_37.6_10.4,grid_38.4_9.0,grid_38.4_9.0,"(9.0, 38.4)",grid_37.6_10.4,grid_37.6_10.4,"(10.4, 37.6)",151.6722101262938,2005.3,353,344
pt_38.1157_13.3613-grid_37.3_11.2,pt_38.1157_13.3613,"Palermo, Italy","(13.3613, 38.1157)",grid_37.3_11.2,grid_37.3_11.2,"(11.2, 37.3)",210.98617306363988,2005.3,354,345
pt_36.9_7.7667-grid_38.4_9.0,pt_36.9_7.7667,"Annaba, Algeria","(7.7667, 36.9)",grid_38.4_9.0,grid_38.4_9.0,"(9.0, 38.4)",198.89831103317937,2005.3,355,353
pt_43.2967_5.3764-grid_38.3_7.5,pt_43.2967_5.3764,"Marseille, France","(5.3764, 43.2967)",grid_38.3_7.5,grid_38.3_7.5,"(7.5, 38.3)",583.048994151761,2005.8,356,357
grid_38.3_7.5-pt_36.9_7.7667,grid_38.3_7.5,grid_38.3_7.5,"(7.5, 38.3)",pt_36.9_7.7667,"Annaba, Algeria","(7.7667, 36.9)",157.1589824123222,2005.8,357,358
pt_36.7764_3.0586-pt_35.6969_-0.6331,pt_36.7764_3.0586,"Algier, Algeria","(3.0586, 36.7764)",pt_35.6969_-0.6331,"Oran , Algeria","(-0.6331, 35.6969)",352.785563866215,2005.8,359,360
pt_36.7764_3.0586-grid_38.3_7.5,pt_36.7764_3.0586,"Algier, Algeria","(3.0586, 36.7764)",grid_38.3_7.5,grid_38.3_7.5,"(7.5, 38.3)",427.3442935221631,2005.8,359,357
pt_1.6667_101.45-pt_2.208142_102.241153,pt_1.6667_101.45,"Dumai, Indonesia","(101.45, 1.6667)",pt_2.208142_102.241153,"Melaka, Malaysia","(102.241153, 2.208142)",106.45205374109365,2005.9,361,362
pt_4.2167_73.5333-pt_6.9167_79.8333,pt_4.2167_73.5333,"Hulhumale, nan","(73.5333, 4.2167)",pt_6.9167_79.8333,"Colombo, Sri Lanka","(79.8333, 6.9167)",759.1409459496153,2006.10,363,364
pt_3.0333_101.45-pt_1.6667_101.45,pt_3.0333_101.45,"Bandar Bukit Tinggi, Malaysia","(101.45, 3.0333)",pt_1.6667_101.45,"Dumai, Indonesia","(101.45, 1.6667)",151.11342827039627,2006.11,365,366
pt_-2.75_107.75-pt_-0.0206_109.3414,pt_-2.75_107.75,"Tanjung Pandan, Indonesia","(107.75, -2.75)",pt_-0.0206_109.3414,"Ponitianak, Indonesia","(109.3414, -0.0206)",349.92124193070833,2006.11,367,368
pt_-2.75_107.75-pt_-5.978045_107.123735,pt_-2.75_107.75,"Tanjung Pandan, Indonesia","(107.75, -2.75)",pt_-5.978045_107.123735,"Tanjung Pakis, Indonesia","(107.123735, -5.978045)",363.66434056485235,2006.11,367,369
pt_-6.130492_106.839314-pt_-5.978045_107.123735,pt_-6.130492_106.839314,"Jakarta, Indonesia","(106.839314, -6.130492)",pt_-5.978045_107.123735,"Tanjung Pakis, Indonesia","(107.123735, -5.978045)",35.71542002268358,2006.11,370,369
pt_-6.130492_106.839314-pt_-5.4294_105.2625,pt_-6.130492_106.839314,"Jakarta, Indonesia","(106.839314, -6.130492)",pt_-5.4294_105.2625,"Bandar Lampung, Indonesia","(105.2625, -5.4294)",191.0785246107726,2006.11,370,371
pt_-4.115735_104.17077-pt_-5.4294_105.2625,pt_-4.115735_104.17077,"Baturaja, Indonesia","(104.17077, -4.115735)",pt_-5.4294_105.2625,"Bandar Lampung, Indonesia","(105.2625, -5.4294)",189.13020633388638,2006.11,372,371
pt_-2.9833_104.7644-pt_-4.115735_104.17077,pt_-2.9833_104.7644,"Palembang, Indonesia","(104.7644, -2.9833)",pt_-4.115735_104.17077,"Baturaja, Indonesia","(104.17077, -4.115735)",141.53073620296414,2006.11,373,372
pt_-2.9833_104.7644-pt_-1.598268_103.611744,pt_-2.9833_104.7644,"Palembang, Indonesia","(104.7644, -2.9833)",pt_-1.598268_103.611744,"Jambi, Indonesia","(103.611744, -1.598268)",199.73152397854201,2006.11,373,374
pt_0.5333_101.45-pt_-1.598268_103.611744,pt_0.5333_101.45,"Pekanbaru, Indonesia","(101.45, 0.5333)",pt_-1.598268_103.611744,"Jambi, Indonesia","(103.611744, -1.598268)",336.82510716310594,2006.11,375,374
pt_0.5333_101.45-pt_1.6667_101.45,pt_0.5333_101.45,"Pekanbaru, Indonesia","(101.45, 0.5333)",pt_1.6667_101.45,"Dumai, Indonesia","(101.45, 1.6667)",125.3253890192491,2006.11,375,366
pt_-0.9556_100.3606-pt_0.5333_101.45,pt_-0.9556_100.3606,"Padang, Indonesia","(100.3606, -0.9556)",pt_0.5333_101.45,"Pekanbaru, Indonesia","(101.45, 0.5333)",204.47530360638342,2006.11,376,375
pt_-0.9556_100.3606-pt_1.7425_98.7792,pt_-0.9556_100.3606,"Padang, Indonesia","(100.3606, -0.9556)",pt_1.7425_98.7792,"Sibolga, Indonesia","(98.7792, 1.7425)",346.39660461385006,2006.11,376,377
pt_3.5894_98.6739-pt_1.7425_98.7792,pt_3.5894_98.6739,"Medan, Indonesia","(98.6739, 3.5894)",pt_1.7425_98.7792,"Sibolga, Indonesia","(98.7792, 1.7425)",204.55962063059218,2006.11,378,377
pt_3.5894_98.6739-pt_3.3283_99.1625,pt_3.5894_98.6739,"Medan, Indonesia","(98.6739, 3.5894)",pt_3.3283_99.1625,"Teping Tinggi, Indonesia","(99.1625, 3.3283)",61.49178358576,2006.11,378,379
pt_3.0333_101.45-pt_3.3283_99.1625,pt_3.0333_101.45,"Bandar Bukit Tinggi, Malaysia","(101.45, 3.0333)",pt_3.3283_99.1625,"Teping Tinggi, Indonesia","(99.1625, 3.3283)",256.33736268534574,2006.11,365,379
pt_1.13_104.0531-pt_1.6667_101.45,pt_1.13_104.0531,"Batam, Indonesia","(104.0531, 1.13)",pt_1.6667_101.45,"Dumai, Indonesia","(101.45, 1.6667)",295.7052602485853,2006.11,380,366
pt_-0.0206_109.3414-pt_1.13_104.0531,pt_-0.0206_109.3414,"Ponitianak, Indonesia","(109.3414, -0.0206)",pt_1.13_104.0531,"Batam, Indonesia","(104.0531, 1.13)",602.2456004621401,2006.11,368,380
pt_-2.75_107.75-pt_-2.9833_104.7644,pt_-2.75_107.75,"Tanjung Pandan, Indonesia","(107.75, -2.75)",pt_-2.9833_104.7644,"Palembang, Indonesia","(104.7644, -2.9833)",332.94298105272554,2006.11,367,373
pt_42.8167_132.8833-pt_37.1479_138.2361,pt_42.8167_132.8833,"Nakhodka, Russia","(132.8833, 42.8167)",pt_37.1479_138.2361,"Naoetsu, Japan","(138.2361, 37.1479)",777.5831374007164,2006.12,381,382
pt_7.2061_100.5967-pt_1.13_104.0531,pt_7.2061_100.5967,"Songkhla, Thailand","(100.5967, 7.2061)",pt_1.13_104.0531,"Batam, Indonesia","(104.0531, 1.13)",773.6795573956499,2006.13,383,384
pt_13.0825_80.275-pt_22.8167_89.55,pt_13.0825_80.275,"Chennai, India","(80.275, 13.0825)",pt_22.8167_89.55,"Khulna, Bangladesh","(89.55, 22.8167)",1457.0321008262476,2006.14,385,386
pt_29.582065_50.502997-grid_29.5_49.9,pt_29.582065_50.502997,"Gavaneh, Iran","(50.502997, 29.582065)",grid_29.5_49.9,grid_29.5_49.9,"(49.9, 29.5)",59.15035684594853,2006.15,387,388
grid_29.5_49.9-grid_29.5_49.5,grid_29.5_49.9,grid_29.5_49.9,"(49.9, 29.5)",grid_29.5_49.5,grid_29.5_49.5,"(49.5, 29.5)",38.78649513120908,2006.15,388,389
grid_29.5_49.5-pt_29.375_47.98,grid_29.5_49.5,grid_29.5_49.5,"(49.5, 29.5)",pt_29.375_47.98,"Kuwait City, Kuwait","(47.98, 29.375)",148.1274829897823,2006.15,389,390
pt_28.997_49.52476-grid_29.5_49.5,pt_28.997_49.52476,"Soroosh Platform, Iran","(49.52476, 28.997)",grid_29.5_49.5,grid_29.5_49.5,"(49.5, 29.5)",55.80438443904894,2006.15,391,389
pt_29.241655_50.314476-grid_29.5_49.9,pt_29.241655_50.314476,"Kharg Island, Iran","(50.314476, 29.241655)",grid_29.5_49.9,grid_29.5_49.9,"(49.9, 29.5)",49.38955546782694,2006.15,392,388
pt_26.577433_-78.857533-pt_26.002456_-77.386938,pt_26.577433_-78.857533,"Hawksbill, nan","(-78.857533, 26.577433)",pt_26.002456_-77.386938,"Sandy Point, nan","(-77.386938, 26.002456)",160.08789316382683,2006.16,393,394
pt_25.0781_-77.3386-pt_24.711091_-77.789765,pt_25.0781_-77.3386,"Nassau, nan","(-77.3386, 25.0781)",pt_24.711091_-77.789765,"Fresh Creek, nan","(-77.789765, 24.711091)",61.07891867632192,2006.16,395,396
pt_25.2_-76.5-pt_25.0781_-77.3386,pt_25.2_-76.5,"Governors Harbour, nan","(-76.5, 25.2)",pt_25.0781_-77.3386,"Nassau, nan","(-77.3386, 25.0781)",85.63244811496105,2006.16,397,395
pt_25.2_-76.5-pt_23.509728_-75.780626,pt_25.2_-76.5,"Governors Harbour, nan","(-76.5, 25.2)",pt_23.509728_-75.780626,"Georgetown, nan","(-75.780626, 23.509728)",200.94564010721245,2006.16,397,398
pt_23.650755_-74.843819-pt_23.509728_-75.780626,pt_23.650755_-74.843819,"Port Nelson, nan","(-74.843819, 23.650755)",pt_23.509728_-75.780626,"Georgetown, nan","(-75.780626, 23.509728)",96.89533766969332,2006.16,399,398
pt_23.1_-74.9828-pt_23.650755_-74.843819,pt_23.1_-74.9828,"Clarence Town, nan","(-74.9828, 23.1)",pt_23.650755_-74.843819,"Port Nelson, nan","(-74.843819, 23.650755)",62.62883883690848,2006.16,400,399
pt_23.1_-74.9828-pt_24.056999_-74.532648,pt_23.1_-74.9828,"Clarence Town, nan","(-74.9828, 23.1)",pt_24.056999_-74.532648,"Cockburn Town, nan","(-74.532648, 24.056999)",115.52188147770998,2006.16,400,401
pt_23.650755_-74.843819-pt_22.197858_-75.72483,pt_23.650755_-74.843819,"Port Nelson, nan","(-74.843819, 23.650755)",pt_22.197858_-75.72483,"Duncan Town, nan","(-75.72483, 22.197858)",184.53980926628557,2006.16,399,402
pt_25.2_-76.5-pt_26.002456_-77.386938,pt_25.2_-76.5,"Governors Harbour, nan","(-76.5, 25.2)",pt_26.002456_-77.386938,"Sandy Point, nan","(-77.386938, 26.002456)",125.85948619613545,2006.16,397,394
pt_25.2_-76.5-pt_24.41123_-75.519066,pt_25.2_-76.5,"Governors Harbour, nan","(-76.5, 25.2)",pt_24.41123_-75.519066,"Cat Island, Bahamas, Bahamas","(-75.519066, 24.41123)",132.17553735747316,2006.16,397,403
pt_24.056999_-74.532648-pt_24.41123_-75.519066,pt_24.056999_-74.532648,"Cockburn Town, nan","(-74.532648, 24.056999)",pt_24.41123_-75.519066,"Cat Island, Bahamas, Bahamas","(-75.519066, 24.41123)",107.59561844915413,2006.16,401,403
pt_22.621724_-73.994096-pt_24.056999_-74.532648,pt_22.621724_-73.994096,"Crooked Island, Bahamas, Bahamas","(-73.994096, 22.621724)",pt_24.056999_-74.532648,"Cockburn Town, nan","(-74.532648, 24.056999)",168.2250594271392,2006.16,404,401
pt_22.621724_-73.994096-pt_22.384061_-72.948666,pt_22.621724_-73.994096,"Crooked Island, Bahamas, Bahamas","(-73.994096, 22.621724)",pt_22.384061_-72.948666,"Mayaguana Island, Bahamas, Bahamas","(-72.948666, 22.384061)",110.74101593238512,2006.16,404,405
pt_20.95_-73.6667-pt_22.384061_-72.948666,pt_20.95_-73.6667,"Matthew Town, nan","(-73.6667, 20.95)",pt_22.384061_-72.948666,"Mayaguana Island, Bahamas, Bahamas","(-72.948666, 22.384061)",175.3173611505459,2006.16,406,405
pt_18.5425_-72.3386-pt_20.95_-73.6667,pt_18.5425_-72.3386,"Port-au-Prince, Haiti","(-72.3386, 18.5425)",pt_20.95_-73.6667,"Matthew Town, nan","(-73.6667, 20.95)",300.67059873847563,2006.16,407,406
pt_25.0781_-77.3386-pt_26.577433_-78.857533,pt_25.0781_-77.3386,"Nassau, nan","(-77.3386, 25.0781)",pt_26.577433_-78.857533,"Hawksbill, nan","(-78.857533, 26.577433)",225.3470799809445,2006.16,395,393
pt_23.6667_58.1617-grid_13.0_52.6,pt_23.6667_58.1617,"Al Seeb, Oman","(58.1617, 23.6667)",grid_13.0_52.6,grid_13.0_52.6,"(52.6, 13.0)",1318.4209874481396,2006.17,409,410
grid_13.0_52.6-grid_14.5_42.2,grid_13.0_52.6,grid_13.0_52.6,"(52.6, 13.0)",grid_14.5_42.2,grid_14.5_42.2,"(42.2, 14.5)",1136.810847461676,2006.17,410,411
grid_14.5_42.2-grid_20.4_38.9,grid_14.5_42.2,grid_14.5_42.2,"(42.2, 14.5)",grid_20.4_38.9,grid_20.4_38.9,"(38.9, 20.4)",741.0335722710396,2006.17,411,412
grid_20.4_38.9-grid_21.0_38.5,grid_20.4_38.9,grid_20.4_38.9,"(38.9, 20.4)",grid_21.0_38.5,grid_21.0_38.5,"(38.5, 21.0)",78.41612341213434,2006.17,412,413
grid_21.0_38.5-grid_28.7_33.4,grid_21.0_38.5,grid_21.0_38.5,"(38.5, 21.0)",grid_28.7_33.4,grid_28.7_33.4,"(33.4, 28.7)",996.2584203708259,2006.17,413,414
grid_28.7_33.4-pt_29.9667_32.5333,grid_28.7_33.4,grid_28.7_33.4,"(33.4, 28.7)",pt_29.9667_32.5333,"Suez, Egypt","(32.5333, 29.9667)",163.70168546842217,2006.17,414,415
pt_26.1833_56.25-pt_23.6667_58.1617,pt_26.1833_56.25,"Khasab, Oman","(56.25, 26.1833)",pt_23.6667_58.1617,"Al Seeb, Oman","(58.1617, 23.6667)",339.1021746216236,2006.17,416,409
pt_25.165029_55.229622-pt_26.1833_56.25,pt_25.165029_55.229622,"Dubai, United Arab Emirates","(55.229622, 25.165029)",pt_26.1833_56.25,"Khasab, Oman","(56.25, 26.1833)",152.37616776709842,2006.17,417,416
pt_25.165029_55.229622-pt_25.578_51.483,pt_25.165029_55.229622,"Dubai, United Arab Emirates","(55.229622, 25.165029)",pt_25.578_51.483,"Sumaisma, Qatar","(51.483, 25.578)",379.8280327771822,2006.17,417,418
pt_25.578_51.483-pt_26.225_50.5775,pt_25.578_51.483,"Sumaisma, Qatar","(51.483, 25.578)",pt_26.225_50.5775,"Manama, nan","(50.5775, 26.225)",115.62864610490207,2006.17,418,419
pt_26.3_50.2167-pt_26.225_50.5775,pt_26.3_50.2167,"Al Khobar, Saudi Arabia","(50.2167, 26.3)",pt_26.225_50.5775,"Manama, nan","(50.5775, 26.225)",36.98725857452541,2006.17,420,419
pt_29.375_47.98-pt_26.3_50.2167,pt_29.375_47.98,"Kuwait City, Kuwait","(47.98, 29.375)",pt_26.3_50.2167,"Al Khobar, Saudi Arabia","(50.2167, 26.3)",405.76315586519826,2006.17,421,420
pt_29.375_47.98-pt_27.2_56.25,pt_29.375_47.98,"Kuwait City, Kuwait","(47.98, 29.375)",pt_27.2_56.25,"Bandar Abbas, Iran","(56.25, 27.2)",846.0955353358859,2006.17,421,422
pt_27.2_56.25-grid_24.7_60.5,pt_27.2_56.25,"Bandar Abbas, Iran","(56.25, 27.2)",grid_24.7_60.5,grid_24.7_60.5,"(60.5, 24.7)",507.78940893901097,2006.17,422,423
grid_24.7_60.5-pt_25.2919_60.6431,grid_24.7_60.5,grid_24.7_60.5,"(60.5, 24.7)",pt_25.2919_60.6431,"Chabahar, Iran","(60.6431, 25.2919)",67.13906667323943,2006.17,423,424
